title,label,label_encoder,cleaned_text 
Ruth Bader Ginsburg Has Perfect Response When Asked About Women On The Supreme Court,REAL,1,ruth bader ginsburg perfect response ask women supreme court
Rick Rule,FAKE,0,rick rule
"Clinton, Sanders Eclipse Challengers in 1st Debate",REAL,1,clinton sanders eclipse challengers 1st debate
The most important line in Obama's new National Security Strategy,REAL,1,important line obama new national security strategy
Support for marriage equality in Ireland was strikingly broad,REAL,1,support marriage equality ireland strikingly broad
Ted Cruz isn't liked in Congress. What could that mean if he's president? (+video),REAL,1,ted cruz like congress could mean president video
Healthcare system bleeds us dry by design,FAKE,0,healthcare system bleed dry design
Republicans Warn Iran Against Nuclear Deal With Obama,REAL,1,republicans warn iran nuclear deal obama
Bret Baier: FBI Indictment ALMOST certain in Hillary case,FAKE,0,bret baier fbi indictment almost certain hillary case
"Speaker at Sanders Rally Tells Crowd Not to Vote Clinton, Gets Dragged Off Stage",FAKE,0,speaker sanders rally tell crowd vote clinton get drag stage
More Reports Of Votes Flipping From Trump To Clinton In Texas ….election Officials Dismiss Concerns… An Ongoing Cbs4 Voter Fraud Investigation Finds People Voting Twice,FAKE,0,report vote flip trump clinton texas election officials dismiss concern ongoing cbs4 voter fraud investigation find people vote twice
Trump Loves 'the Poorly Educated' ... and Social Media Clamors,REAL,1,trump love poorly educate social media clamor
Incredible smoke haze seen outside NDTV office after Arnab quits; bursting of firecrackers suspected,FAKE,0,incredible smoke haze see outside ndtv office arnab quit burst firecrackers suspect
Fascism In India - CounterCurrents.org,FAKE,0,fascism india countercurrents org
Strategic Culture,FAKE,0,strategic culture
Do Cholesterol Drugs Have Men By Their Gonads?,FAKE,0,cholesterol drug men gonads
'HACKING DEMOCRACY' CREATOR JUST EXPOSED HOW HILLARY HAS ALREADY RIGGED '99% of VOTING MACHINES'! -,FAKE,0,hack democracy creator expose hillary already rig vote machine
Many Popular Tea Bags Contain Alarming Amounts of Deadly Pesticides (avoid these brands like the plague),FAKE,0,many popular tea bag contain alarm amount deadly pesticides avoid brand like plague
"Even If You Hate Trump, What this Leftist Just Did Is VILE... | The Federalist Papers",FAKE,0,even hate trump leftist vile federalist paper
"Obama endorses Clinton for president, on heels of Sanders meeting",REAL,1,obama endorse clinton president heel sanders meet
Clinton ‘Not Concerned’ About New Flap Over Classified Emails,REAL,1,clinton concern new flap classify email
Connecticut’s highest court approves forced chemotherapy for teen,REAL,1,connecticut highest court approve force chemotherapy teen
"He’s getting desperate: Trump’s campaign used to be confident, but Cruz has gotten him feeling downright thirsty",REAL,1,get desperate trump campaign use confident cruz get feel downright thirsty
US Military on Ground in Syria Training Opposition for Raqqa Operation,FAKE,0,military grind syria train opposition raqqa operation
The Orlando Shooter’s 911 Calls Were Finally Released — and They’re Very Telling,FAKE,0,orlando shooter 911 call finally release tell
"Obamacare Architect Jonathan Gruber: “Obamacare Is Not Imploding,” “Working As Designed”",FAKE,0,obamacare architect jonathan gruber obamacare implode work design
"U-M’s New ‘Chief Diversity Officer’ Will Collect $385,000 per Year",FAKE,0,new chief diversity officer collect 385 000 per year
BEARS BEWARE: This Just Hit One Of The Highest Levels In The Past 6 Years!,FAKE,0,bear beware hit one highest level past years
Spirit to thank veterans at annual Veterans Day Parade,FAKE,0,spirit thank veterans annual veterans day parade
Indiana Gov. Pence backs Cruz for president ahead of state primary,REAL,1,indiana gov pence back cruz president ahead state primary
Trump triumphs: Two big takeaways after The Donald wins New York,REAL,1,trump triumph two big takeaways donald win new york
PETITION TO STOP GEORGE SOROS VOTING MACHINES HITS 100K,FAKE,0,petition stop george soros vote machine hit 100k
"Iran nuclear talks: 'Tricky issues' remain, Kerry says",REAL,1,iran nuclear talk tricky issue remain kerry say
Hillary Clinton: 'unpatriotic' Donald Trump's praise of Putin is 'scary',REAL,1,hillary clinton unpatriotic donald trump praise putin scary
5 Things You Should Know About George Pataki,REAL,1,things know george pataki
A ten point plan to defeat ISIS,REAL,1,ten point plan defeat isis
BREAKING: Obama Says There Were No Scandals During His Administration! HAHAHA!,FAKE,0,break obama say scandals administration hahaha
The Oregon standoff and America’s double standards on race and religion,REAL,1,oregon standoff america double standards race religion
Former Marine guilty of murder in 'American Sniper' trial,REAL,1,former marine guilty murder american sniper trial
Thanksgiving lessons for the Syrian refugee debate,REAL,1,thanksgiving lessons syrian refugee debate
WIKILEAKS BOMBSHELL : Chelsea Clinton Used Foundation CHARITY Money for Her LAVISH Wedding and “Life” – TruthFeed,FAKE,0,wikileaks bombshell chelsea clinton use foundation charity money lavish wed life truthfeed
The Most Important Concepts The Manosphere Taught Me,FAKE,0,important concepts manosphere teach
"When Obama Admin Went After Banks, It Forced Them to Give Big Money to Some...Questionable Groups",FAKE,0,obama admin bank force give big money questionable group
Links 10/28/16,FAKE,0,link
Turkey Says It Shot Down A Russian Warplane Near Border With Syria,REAL,1,turkey say shoot russian warplane near border syria
"Trump Brings Message of Faith, Unity to Black Church",REAL,1,trump bring message faith unity black church
Obamacare's unlikely No. 1 city,REAL,1,obamacare unlikely city
"Surveillance ""Reforms"" Allow NSA Greater Access Than Ever to Phone Data",FAKE,0,surveillance reform allow nsa greater access ever phone data
Why did Obama send another 450 trainers to Iraq? (+video),REAL,1,obama send another 450 trainers iraq video
GERMANY: Parents outraged after German primary school ‘forces’ children to chant “Allahu Akbar” and “there is no God but Allah” in Muslim prayer,FAKE,0,germany parent outrage german primary school force children chant allahu akbar god allah muslim prayer
Sanders gets the fight he wanted,REAL,1,sanders get fight want
Is Clinton ready for the Wild West campaign of Donald Trump?,REAL,1,clinton ready wild west campaign donald trump
ISIS Suspected in Russia Crash: What It Means,REAL,1,isis suspect russia crash mean
Political world's eyes on New Hampshire,REAL,1,political world eye new hampshire
Vladimir Putin: The United States continues to sleep with al-Nusra,FAKE,0,vladimir putin unite state continue sleep nusra
"ObamaCare fallout? Supreme Court ruling sets up potential Obama, GOP battle",REAL,1,obamacare fallout supreme court rule set potential obama gop battle
Comey Letter Hurts GOP As Hillary Clinton Raised $11.3 Million Online In 72 Hours,FAKE,0,comey letter hurt gop hillary clinton raise million online hours
Constitutional Law Expert: Comey Did NOT Violate Law By Announcing Email Investigation,FAKE,0,constitutional law expert comey violate law announce email investigation
Rubio looks to April 13 Miami launch,REAL,1,rubio look april miami launch
"The plight of the bitter nerd: Why so many awkward, shy guys end up hating feminism",REAL,1,plight bitter nerd many awkward shy guy end hat feminism
Drones Are Officially Cleaning Up Ocean Trash [Watch],FAKE,0,drone officially clean ocean trash watch
"Clinton, judged winner of debate, holds big national lead over Sanders",REAL,1,clinton judge winner debate hold big national lead sanders
"As Clinton builds on a strong debate, Trump lobs attacks and complaints",REAL,1,clinton build strong debate trump lob attack complaints
"White House, Republicans work together in final push on trade bill",REAL,1,white house republicans work together final push trade bill
French police swarm forest 'larger than Paris' in hunt for Charlie Hebdo jihadist assassins,REAL,1,french police swarm forest larger paris hunt charlie hebdo jihadist assassins
Bergdahl's platoon mates: Head of Joint Chiefs knew he walked off base in 2009,REAL,1,bergdahl platoon mat head joint chiefs know walk base 2009
FBI reopens Hillary investigation – with evidence from Anthony Weiner sexting scandal,FAKE,0,fbi reopen hillary investigation evidence anthony weiner sexting scandal
"After political upheaval in Iowa, what next? (+video)",REAL,1,political upheaval iowa next video
Don’t Miss This Once in a Lifetime November Supermoon,FAKE,0,miss lifetime november supermoon
Iceland’s Pirate Party Makes Strong Showing in New Election,FAKE,0,iceland pirate party make strong show new election
The GOP’s pathetic SCOTUS games: Why its Merrick Garland obstruction just got even more embarrassing,REAL,1,gop pathetic scotus game merrick garland obstruction get even embarrass
US Secret Service Struggles To Find Recruits Who Haven’t Used Adderall,FAKE,0,secret service struggle find recruit use adderall
WikiLeaks: Clintons Purchase $200 Million Maldives Estate,FAKE,0,wikileaks clintons purchase 200 million maldives estate
BREAKING: Police Raid Democratic Office – Hillary is SCREWED!,FAKE,0,break police raid democratic office hillary screw
Poll: Trump Reaches 50 Percent Support Nationally for the First Time,REAL,1,poll trump reach percent support nationally first time
“Well It Was Nice While It Lasted” – Democracy,FAKE,0,well nice last democracy
Everything you need to know about the next Democratic debate,REAL,1,everything need know next democratic debate
Rivals pile on Trump in Republican candidates’ debate,REAL,1,rival pile trump republican candidates debate
"The inane spectacle of the GOP debate: Cruz the showboating creep, Rubio the slick operator & Bush the desperate flop",REAL,1,inane spectacle gop debate cruz showboating creep rubio slick operator bush desperate flop
Have The Sun really darkened the image of Brexit legal challenge winner Gina Miller?,FAKE,0,sun really darken image brexit legal challenge winner gina miller
"Official: Withheld Clinton emails contain 'operational' intel, put lives at risk",REAL,1,official withhold clinton email contain operational intel put live risk
